_id,FACILITY_ID,FACILITY_NAME,FA_ADDRESS_GIVEN,FA_POSTAL_CODE,FA_LAT,FA_LON,NAICS_CODE_6,NAICS_CODE_6_DESC_ENG,EMPLOYEE_COUNT,WEB_SITE,PC_FULL_NAME,PHONE_NO,PC_JOB_TITLE,PC_PHONE_NO,PC_PHONE_NO_EXT,PC_FAX_NO,CHEMICAL_ID,CHEMICAL_NAME,USE_MANUFACTURED,USE_PROCESSED,USE_OTHER_USE,REL_AIR,REL_LAND,REL_WATER,REL_DISPOSAL,REL_RECYCLING
96,24646,Scarboro Steel Works Inc.,102 Manville Rd,M1L 4J1,43.721,-79.2812,232230,Structural Steel & Precast Concrete Erection,18,,Dritan Xhuveli,416-751-5033,President,416-751-5033,,,24,Particulate Matter 2.5 (PM2.5),13,0,0,13,0,0,0,0
97,24646,Scarboro Steel Works Inc.,102 Manville Rd,M1L 4J1,43.721,-79.2812,232230,Structural Steel & Precast Concrete Erection,18,,Dritan Xhuveli,416-751-5033,President,416-751-5033,,,9,"Chromium, Non-Hexavalent and its compounds",0,299,0,168,0,0,0,0
98,24725,Olympic Kitchens Inc,150 Nugget Avenue,M1S 3A7,43.7947,-79.2537,321999,All Other Misc. Wood Product Mfg.,28,,George Katsis,416-266-8851,Owner,416-266-8851,,,25,Volatile Organic Compounds (VOCs) Total,4,12261,0,12265,0,0,0,0
99,24744,Cascades Recovery Inc Thornmount,45 Thornmount Drive,M1B 5P5,43.808,-79.195,562920,Material Recovery Facilities,93,,Jason Gale,416-232-8808,Manager Of RQSS,416-708-1560,,416-232-8825,16,Manganese and its compounds,0,23,0,0,0,0,0,0
100,438,Ipex Inc,11 Bermondsey Rd,M4B 1Z3,43.7141,-79.3114,326122,Plastic Pipe & Pipe Fitting Mfg.,140,,Seun Ayoola,416-751-3820,HSE Specialist,416-751-3820,27268,,24,Particulate Matter 2.5 (PM2.5),629,0,0,629,0,0,0,0
101,446,D Crupi And Sons Limited Passmore Ave Asphalt Plant,85 Passmore Ave,M1V 4S9,43.8201,-79.2973,324121,Asphalt Paving Mixture & Block Mfg.,4,,Domenic Passalacqua,416-291-1986,Plant Manager,416-291-1986,,416-291-3252,24,Particulate Matter 2.5 (PM2.5),565,0,0,565,0,0,0,0
102,448,D Crupi And Sons Limited Brimley Asphalt Plant,477 Brimley Road,M2M 3W2,43.7325,-79.2462,324121,Asphalt Paving Mixture & Block Mfg.,4,www.crupigroup.com,Domenic Passalacqua,416-261-3361,Plant Manager,416-291-1986,,416-291-3252,24,Particulate Matter 2.5 (PM2.5),294,0,0,294,0,0,0,0
103,24982,Starplex Scientific Inc,50 Steinway Boulevard,M9W 6Y3,43.7504,-79.6244,326160,Plastic Bottle Mfg.,100,,Harry Paray,416-674-7474,Materials Supervisor,416-674-7474,,,24,Particulate Matter 2.5 (PM2.5),159,0,0,0,0,0,0,0
104,25032,Tayco Panelink Ltd,400 Norris Glen Road,M9C 1H5,43.6233,-79.5553,337214,Office Furniture (except Wood) Mfg.,160,,SUNNY SINGH,416-252-8000,PLANT MANAGER,416-252-8000,,416-252-4467,24,Particulate Matter 2.5 (PM2.5),4005,0,0,4005,0,0,0,0
105,25300,Lush Manufacturing,35 Jutland Rd,M8Z 2G6,43.6272,-79.5241,325610,Soap & Cleaning Compound Mfg.,250,,Claudio O&#39;Donell,647-317-3571,CAPEX Manager,647-317-3571,,,25,Volatile Organic Compounds (VOCs) Total,15711,0,0,15711,0,0,0,0
106,463,CCL Label,35 McLachlan Drive,M9W 1E4,43.6934,-79.5873,323119,Other Printing,140,www.cclind.com,Jean Leet,416-675-3161,QA Manager,416-675-3161,4978,416-675-8831,25,Volatile Organic Compounds (VOCs) Total,0,0,11927,1053,0,0,0,0
107,465,Toronto Transit Commission  Hillcrest Complex,1138 Bathurst Street,M5R 3H2,43.6753,-79.4152,485110,Urban Transit Systems,1295,,Shaun DeSouza,416-393-4760,Manager Environment,416-554-1299,,,23,Nitrogen Oxides (NOx),1173,0,0,1173,0,0,0,0
108,493,MillerKnoll North America Corp.,1000 Arrow Road,M9M 2Y7,43.7495,-79.5329,337213,Wood Office Furniture Mfg.,500,,Ruchir Sharma,416-401-6003,Manager EHS,416-948-7597,,,23,Nitrogen Oxides (NOx),1415,0,0,1415,0,0,0,0
109,25351,CanaDatum Moulds Ltd,55 Goldthorne Avenue,M8Z 5S7,43.6156,-79.5138,333511,Industrial Mould Mfg.,105,,Colleen Musalem,416-252-1212,VP Finance,416-252-1212,,416-252-5377,16,Manganese and its compounds,0,752,0,0,0,0,0,0
110,25396,Bestway Donlands Cleaners,249 Donlands Ave,M4J 3R5,43.6876,-79.3402,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),8,,Tom Roniotis,416-461-6381,President,416-461-6381,,,19,Tetrachloroethylene (Perchloroethylene),0,0,1287,467,0,0,0,0
111,504,Spec Furniture Inc,165 City View Drive,M9W 5B1,43.7045,-79.5889,337127,Institutional Furniture Mfg.,102,,Steven Spence,416-246-5526,Quality Assurance,416-246-5540,,,24,Particulate Matter 2.5 (PM2.5),211,0,0,211,0,0,0,0
112,519,Four Star Metal Finishing Ltd,1162 Barmac Drive,M9L 1X5,43.7668,-79.5543,332810,"Coating, Engraving & Heat Treating Activities",41,,Branko Lebar,416-745-1742,President,416-745-1742,,416-745-2800,18,Nickel and its compounds,0,4921,0,0,0,0,0,0
113,534,Atlas Roofing Corporation,55 Akron Road,M8W 1T3,43.5983,-79.5357,326150,Urethane & Miscellaneous Foam Product Mfg.,34,,Judy Denchev,416-201-8975,Plant Manager,416-201-8975,,,23,Nitrogen Oxides (NOx),638,0,0,638,0,0,0,0
114,25531,Abs Metalworks Ltd,800 Arrow Rd,M9M 2Z8,43.749,-79.5324,332710,Machine Shops,4,,Amaro Soares,416-646-1373,President,416-646-1373,,,16,Manganese and its compounds,0,60,0,0,0,0,0,0
115,25558,Alps Auto Repair,14 Drummond St,M8V 1Y8,43.6126,-79.5001,811121,"Automotive Body, Paint & Interior R&M",5,,Antonio Matta,416-255-2601,Owner,416-255-2601,,,20,Trichloroethylene,0,0,335,330,0,0,0,0
116,25572,Champion Motors,117 Crockford Blvd,M1R 3B7,43.7413,-79.2889,811111,General Automotive Repair,8,,Champion Motors Champion Motors,416-751-8047,Champion Motors,416-751-8047,,,25,Volatile Organic Compounds (VOCs) Total,0,0,135,135,0,0,0,0
117,25747,Central Auto Collision Service Ltd,61 Crockford Blvd,M1R 3B7,43.7402,-79.2882,811121,"Automotive Body, Paint & Interior R&M",3,,Victor Terzis,416-752-2546,Manager,416-752-2546,,,24,Particulate Matter 2.5 (PM2.5),168,0,0,168,0,0,0,0
118,547,MSB Plastics Manufacturing Ltd Plant 2,10 Disco Rd,M9W 1L7,43.7023,-79.5906,326193,Motor Vehicle Plastic Parts Mfg.,233,,Raja Narayanan,416-675-2220,EHS Specialist,416-333-8807,,,23,Nitrogen Oxides (NOx),1310,0,0,1310,0,0,0,0
119,553,Autostyle Autobody Inc,1571 Warden Ave,M1R 2S9,43.765,-79.3019,811121,"Automotive Body, Paint & Interior R&M",5,,Fernendo Quintino,416-298-6886,Manager,416-298-6886,,416-298-3215,24,Particulate Matter 2.5 (PM2.5),242,0,0,36,0,0,0,0
120,553,Autostyle Autobody Inc,1571 Warden Ave,M1R 2S9,43.765,-79.3019,811121,"Automotive Body, Paint & Interior R&M",5,,Fernendo Quintino,416-298-6886,Manager,416-298-6886,,416-298-3215,25,Volatile Organic Compounds (VOCs) Total,0,0,409,409,0,0,0,0
121,569,City Of Toronto Ashbridges Bay Wastewater Treatment Plant,9 Leslie Street,M4M 3M9,43.6563,-79.3261,221320,Sewage Treatment Facilities,174,,Mohsen Karizmeh,416-392-8335,Regulatory Compliance Analyst,437-245-5685,,,24,Particulate Matter 2.5 (PM2.5),579,0,0,579,0,0,0,0
122,570,City Of Toronto Highland Creek Treatment Plant,51 Beechgrove Drive,M1E 3Z3,43.7654,-79.1522,221320,Sewage Treatment Facilities,57,,Mohsen Karizmeh,416-392-8335,Regulatory Compliance Analyst,437-245-5685,,,18,Nickel and its compounds,0,371,0,0,0,182,0,0
123,571,City Of Toronto Humber Wastewater Treatment Plant,130 The Queensway,M8Y 1H9,43.6311,-79.481,221320,Sewage Treatment Facilities,61,,Mohsen Karizmeh,416-392-8335,Regulatory Compliance Analyst,437-245-5685,,,24,Particulate Matter 2.5 (PM2.5),285,0,0,285,0,0,0,0
124,25879,MacKinnon Bowes Limited,2 Meridian Road,M9W 4Z7,43.6831,-79.5819,812210,Funeral Homes,35,,Alex Cole,416-465-7508,Management,416-465-7508,,416-465-6756,14,Formaldehyde,0,0,100,10,0,0,0,0
125,25882,Ardaven Platers Inc,11 Carson Street,M8W 3R7,43.6001,-79.5331,332810,"Coating, Engraving & Heat Treating Activities",14,,Stephen Spray,416-252-2222,General Manager,416-252-2222,,,18,Nickel and its compounds,0,433,0,0,0,0,0,0
126,25891,H & E Printing Service,65  Torbarrie  Road,M3L 1G5,43.7237,-79.5223,323119,Other Printing,20,,Herald Chung,416-783-8562,Owner,416-783-8562,,416-787-3233,25,Volatile Organic Compounds (VOCs) Total,0,0,2940,1855,0,0,0,0
127,26063,EggSolutions - Global Egg Corporation Newbridge,25 Newbridge Road,M8Z 2L6,43.6264,-79.5399,311990,All Other Food Mfg.,30,,Fatima Miranda,416-236-6371,Plant Manager,416-231-7220,,,23,Nitrogen Oxides (NOx),1219,0,0,1219,0,0,0,0
128,591,Gay Lea Foods CoOp Ltd Clayson Division,100 Clayson Road,M9M 2G7,43.723,-79.5254,311515,Dairy Product (except Frozen & Fluid) Mfg.,106,,Ashish Panji,905-283-5300,Director Of OHSE  S,647-277-4309,,416-742-6947,23,Nitrogen Oxides (NOx),2584,0,0,2584,0,0,0,0
129,603,Allied Halo Industries Inc,345 Nantucket Blvd,M1P 2P2,43.7623,-79.2767,323119,Other Printing,77,,Danielle Tavares,416-751-2042,Health  Safety Coordinator,416-751-2042,,416-751-6012,25,Volatile Organic Compounds (VOCs) Total,0,19,220090,199878,0,0,0,0
130,26098,Toronto Metropolitan University,350 Victoria St,M5B 2K3,43.6578,-79.3805,611310,Universities,3557,,Oluwajinmi Aina,416-979-5000,"EHS Manager, Chemicals and Contr",416-979-5000,,,7,Chloroform (Trichloromethane),0,0,269,269,0,0,0,0
131,26115,GFL Environmental Inc Vickers,85 Vickers Rd,M9B 1C1,43.6246,-79.5542,562910,Remediation Services,3,,Grimaud Montignon,416-231-4333,VP Soil Services,416-236-9907,,,24,Particulate Matter 2.5 (PM2.5),118,0,0,118,0,0,0,0
132,29270,Alsco Uniforms,54 Junction Rd,M6N 1B6,43.6682,-79.465,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),,,Bob Morley,416-763-4576,General Manager,416-763-4576,,,25,Volatile Organic Compounds (VOCs) Total,22,0,2473,161,0,0,0,0
133,29276,Miller Paving Limited,1159 Tapscott Avenue,M1X 1S9,43.829,-79.2444,324121,Asphalt Paving Mixture & Block Mfg.,6,,Mate Jurkin,416-293-0747,GTA Material General Manager,416-717-7816,,,24,Particulate Matter 2.5 (PM2.5),4366,0,0,4366,0,0,0,0
134,24265,Huys Industries Ltd,175 Toryork Dr,M9L 2Y7,43.7593,-79.5569,333990,All Other General-Purpose Machinery Mfg.,40,,Nigel Scotchmer,416-747-1611,PResident,416-747-1611,,416-747-7171,,,,,,,,,,
135,22827,ABM Auto Center,12 Elrose Ave,M9M 2H6,43.718,-79.5258,811121,"Automotive Body, Paint & Interior R&M",3,,Thanh Nguyen,416-744-1173,Owner,416-744-1173,,647-776-2787,,,,,,,,,,
136,22548,ARBO Engineering Inc,3 Whitehorse Road,M3J 3G8,43.7551,-79.4696,333920,Material Handling Equipment Mfg.,5,www.arbo-feeders.com,Ruth Zaugg,416-636-7057,Office Manager,416-636-7057,121,416-630-9135,,,,,,,,,,
137,23567,Fusebox Designs,120 Nugget Ave,M1S 3A7,43.7937,-79.2552,323113,Commercial Screen Printing,50,,Lawrence Hamilton,416-285-8808,Owner,416-285-8808,,,,,,,,,,,,
138,24388,Geoffrey Nyambaka,178 Rexdale Blvd,M9W 1R3,43.712,-79.5729,541380,Testing Laboratories,600,,GEOFFREY NYAMBAKA,416-747-4253,OHSE MANAGER,416-700-9043,,416-700-9043,,,,,,,,,,
139,25944,The Printing House Limited Branch 005,505 University Avenue ,M5G 1X3,43.6559,-79.388,323119,Other Printing,7,,Hamish Selby,416-204-9256,Manager,416-204-9256,,,,,,,,,,,,
140,382,Steam Whistle Brewing,255 Bremner Blvd,M5V 3M9,43.6418,-79.3864,312120,Breweries,133,,Erica McOustra,416-362-2337,Brewmaster,416-697-2337,,,,,,,,,,,,
141,25352,The Printing House Branch 027,858 King Street West,M5V 1P1,43.6429,-79.4087,323115,Digital Printing,4,,Brian Matthews,416-865-1660,Manager,416-865-1660,,,,,,,,,,,,
142,23353,Viele Brothers Auto Body,82 Lambton Ave,M6N 2S6,43.683,-79.4893,811121,"Automotive Body, Paint & Interior R&M",3,,Tony Viele,416-763-5645,Manager,416-763-5645,,416-763-5636,,,,,,,,,,
143,218,Digital Specialty Chemicals Limited,470 Coronation Drive,M1E 4Y4,43.7648,-79.1696,325999,All Other Misc. Chemical Product Mfg.,60,,Ravi Gukathasan,416-231-2991,CEO,416-231-2991,,,,,,,,,,,,
144,23484,All Washed Up Laundromat,31 Tapscott Road,M1B 4Y7,43.8055,-79.221,812310,Coin-Operated Laundries & Dry Cleaners,1,,Michael Cardoso,416-379-8888,Owner,416-715-3512,,,,,,,,,,,,
145,24441,Tekran Instruments Corp,330 Nantucket Blvd,M1P 2P4,43.7627,-79.277,334512,"Measuring, Medical & Controlling Devices Mfg.",22,,Gabe Eiras,416-449-3084,Operations Manager,416-449-3084,,416-449-9298,,,,,,,,,,
146,473,Toronto Transit Commission Malvern Garage,5050 Sheppard Avenue East,M1S 4N3,43.7931,-79.2424,485110,Urban Transit Systems,124,http://www3.ttc.ca,Shaun DeSouza,416-393-3290,Manager Environment,416-554-1299,,,,,,,,,,,,
147,25574,Somerset Kitchens Inc,449 Fenmar Dr,M9L 2R6,43.7633,-79.5586,321999,All Other Misc. Wood Product Mfg.,12,,Angelo Violo,416-663-1053,Owner,416-663-1053,,416-663-1054,,,,,,,,,,
148,25486,Aromatics  Flavors Inc,125 Midwest Road,M1P 3A6,43.7586,-79.2702,311930,Flavouring Syrup & Concentrate Mfg.,12,,Stephen Minchopoulos,416-759-1600,Lab Manager,416-759-1600,,416-759-2953,,,,,,,,,,
149,23123,Wai Tack Kee Fine Food Inc,87 Thornmount Drive,M1B 5S5,43.8053,-79.1951,311990,All Other Food Mfg.,1,,Joe Tam,416-283-6236,President,416-283-6236,,,,,,,,,,,,
150,24779,Rainbow Sign Manufacturing Inc,132 Rivalda Road,M9M 2M8,43.7441,-79.5363,418990,All Other Whl.,7,,Ron Yankiver,416-665-9663,VP,416-665-9663,,,,,,,,,,,,
151,273,Dufferin Kwik Kopy,5000 Dufferin St,M3H 5T5,43.7821,-79.4701,453210,Office Supplies & Stationery Stores,3,,David Quail,416-661-2413,President,416-661-2813,,416-661-9440,,,,,,,,,,
152,23056,The Printing House Limited,66 Wellington Street West TD Centre Concourse Level,M5K 1H1,43.6472,-79.3812,323119,Other Printing,17,,Yoshiki Duell,416-363-1101,General Manager,416-363-1101,,416-366-4564,,,,,,,,,,
153,23413,Lowes Mfg Ltd Ta Decal Craft,3400 Midland Ave,M1V 4Y4,43.8106,-79.2905,323113,Commercial Screen Printing,6,,Roger Lowe,416-292-8452,General Manager,416-292-8452,,,,,,,,,,,,
154,23,New Era Tool Die Ltd,241 Toryork Drive,M9L 1Y2,43.7613,-79.5614,332710,Machine Shops,35,,Daniel Baldassarra,416-742-8098,Project Manager,416-742-8098,,416-742-1967,,,,,,,,,,
155,24538,Nova Supreme Dry Cleaners,140 The Esplanade,M5A 4P5,43.6484,-79.3703,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),5,,Jintae Kim,416-350-8392,Owner,416-350-8392,,,,,,,,,,,,
156,23235,St. Lawrence Cleaners,603 Church Street,M4Y 2E6,43.669,-79.3823,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),2,,JOOYOUNG KIM,416-922-5003,Director,416-922-5003,,,,,,,,,,,,
157,25867,Decorgragh Ltd,320 Richmond St E,M5A 1P9,43.6535,-79.3689,323114,Quick Printing,5,,Veronica DSilva,416-366-3472,Manager,416-366-3472,,,,,,,,,,,,
158,22188,Crystal Tile & Marble Ltd.,23 Apex Road,M6A 2V6,43.7157,-79.4587,551113,Holding Companies,1,,Dino Figliomeni,416-781-5671,President,416-781-5671,,,,,,,,,,,,
159,26058,University Health Network Hillcrest Centre,47 Austin Terrace,M5R 1Y8,43.6781,-79.4159,623110,Nursing Care Facilities,150,,Michael Kurz,416-340-4800,Director Env Compl Energy,416-456-7520,,,,,,,,,,,,
160,23113,Norex Div Of Norspex Ltd,100 Minuk Acres,M1E 4Y6,43.7659,-79.1579,326198,All Other Plastic Product Mfg.,22,,Michael Hotta,416-282-3129,Plant Manager,416-282-3129,,,,,,,,,,,,
161,135,Ridley Funeral Home,3080 Lake Shore Blvd W,M8V 1K3,43.5992,-79.5125,812210,Funeral Homes,16,,Brad Jones,416-259-3705,President,416-259-3705,,416-259-8093,,,,,,,,,,
162,24539,Forward Signs Inc,60 Emblem Court,M1S 1B1,43.7785,-79.2774,232990,All Other Special Trade Contracting,90,,Wilson Ho Ho,416-291-4477,President,416-291-4477,,416-291-4678,,,,,,,,,,
163,23790,Alexander Karpuchin Limited,464 Royal York Road,M8Y 2S2,43.6218,-79.5008,321999,All Other Misc. Wood Product Mfg.,7,,Joanne Clement,416-253-5000,Office Manager,416-253-5000,,416-253-5124,,,,,,,,,,
164,22799,New Way Cleaners,1100 Yonge St,M4W 2L6,43.6785,-79.3902,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),12,,Andrew Lee,416-923-1307,Manager,416-303-3725,,,,,,,,,,,,
165,22436,Nobeltek Tools Inc,4141 Weston Road,M9L 2S5,43.767,-79.5458,332710,Machine Shops,5,,Ju-Chi Nick Li,416-747-7890,Vice President,416-747-7890,,,,,,,,,,,,
166,621,Griffith Foods Limited,757 Pharmacy Avenue,M1L 3J8,43.7188,-79.2947,311990,All Other Food Mfg.,325,,Lee Barney,416-288-3050,Facilities and Eng Manager,416-908-2422,,,25,Volatile Organic Compounds (VOCs) Total,43129,30120,313,43442,0,0,0,0
167,15149,Williams Brothers Corporation,777 Tapscott Rd,M1X 1A2,43.8177,-79.2395,332999,All Other Misc. Fabricated Metal Product Mfg.,52,,Shaun Dooner,416-299-7767,General Manager,416-299-7767,,,23,Nitrogen Oxides (NOx),246,0,0,246,0,0,0,0
168,21937,Ashford Cleaners,535 Eglinton Ave West,M5N 1B1,43.7034,-79.4142,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),22,,Lucaino Accardi,416-322-3127,Manager,416-322-3127,,,23,Nitrogen Oxides (NOx),87,0,0,87,0,0,0,0
169,22197,Identifab Industries,43 Baywood Road,M9V 3Y8,43.7468,-79.6061,323113,Commercial Screen Printing,20,,Kathleen McMillan,416-743-7343,Purchasing Manager,416-743-3734,224,416-743-2188,25,Volatile Organic Compounds (VOCs) Total,0,926,0,0,0,0,0,0
170,22756,Del Monte Custom Cleaners Ltd,1124 The Queensway,M8Z 1P7,43.6227,-79.519,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),6,,Rinaldo DeMichele,416-259-5511,CEO,416-259-5511,,,25,Volatile Organic Compounds (VOCs) Total,2,0,104,6,0,0,0,0
171,22757,Ryding Auto Body,1107 Castlefield Avenue,M6B 1E8,43.7006,-79.4525,811121,"Automotive Body, Paint & Interior R&M",12,,Zoe Delorenzo,416-787-6174,Book Keeper,416-787-6174,,,25,Volatile Organic Compounds (VOCs) Total,0,0,475,475,0,0,0,0
172,22810,Sketchley Cleaners,5 Dohme Ave,M4B 1Y7,43.7113,-79.3109,812320,Dry Cleaning & Laundry Serv. (exc. Coin-Op.),35,,Betty Skoutakis,416-757-0440,President,416-757-0440,,,19,Tetrachloroethylene (Perchloroethylene),0,0,98,36,0,0,0,0
173,22858,Bridge Ramdewar,92 Oakdale Road,M3N 1V9,43.7399,-79.5258,337110,Wood Kitchen Cabinet & Counter Top Mfg.,55,,Bridge Ramdewar,647-973-5840,Health And Safety Coordinator,647-973-5840,,,14,Formaldehyde,0,3884,,0,0,0,0,0
174,22984,A A Auto Body,260 Midwest Rd,M1P 3B4,43.7586,-79.2704,811121,"Automotive Body, Paint & Interior R&M",4,,Lakram Chatterpaul,416-751-4500,Owner,416-751-4500,,416-751-8472,24,Particulate Matter 2.5 (PM2.5),180,0,0,180,0,0,0,0
175,23019,Tower Litho Company Limited,43 Casebridge Court,M1B 5M9,43.8099,-79.1986,323119,Other Printing,36,,Janette Fieldman,416-283-4258,Office Manager,416-283-4258,,416-283-4967,25,Volatile Organic Compounds (VOCs) Total,222,0,0,222,0,0,0,0
176,23247,Carstar On St Clair,2528 St Clair Avenue W,M6N 1L6,43.6684,-79.4863,811121,"Automotive Body, Paint & Interior R&M",7,,Frank Abate,416-769-4440,Owner,416-769-4440,,,25,Volatile Organic Compounds (VOCs) Total,0,0,199,199,0,0,0,0
177,23292,Forest Lawn Mausoleum And Cremation Centre,4570 Yonge Street,M2N 5L6,43.7565,-79.4097,812220,Cemeteries & Crematoria,5,,Jeramy Cochrane,416-225-3345,Director Of Operations,416-231-1462,,,17,Mercury and its compounds,0,3,0,3,0,0,0,0
178,23302,Apotex 400 Ormont,400  Ormont Drive,M9L 1N9,43.7654,-79.5427,325410,Pharmaceutical & Medicine Mfg.,51,,Michael Taniguchi,416-749-9300,Associate Director EHS Programs,647-262-6903,,,23,Nitrogen Oxides (NOx),13059,0,0,13059,0,0,0,0
179,23317,Assured Toronto West,561 Keele Street,M6N 3E4,43.6708,-79.4668,811121,"Automotive Body, Paint & Interior R&M",15,,Kim Miller,416-762-7287,Director Env Health and Safety,877-743-7237,,,25,Volatile Organic Compounds (VOCs) Total,0,0,120,120,0,0,0,0
180,23350,York Auto Body,3583 Dundas St W,M6S 2S8,43.6657,-79.4924,811121,"Automotive Body, Paint & Interior R&M",3,,Vince Vumbaca,416-766-2017,Manager,416-766-0239,,416-766-2017,25,Volatile Organic Compounds (VOCs) Total,0,0,240,180,0,0,0,0
181,23352,Fourway Auto Body,6590 Finch Ave W,M9V 3Z6,43.7349,-79.5999,811121,"Automotive Body, Paint & Interior R&M",13,,Mike Pallidino,416-743-5821,Manager,416-743-5821,,416-743-5823,24,Particulate Matter 2.5 (PM2.5),421,0,0,63,0,0,0,0
182,23352,Fourway Auto Body,6590 Finch Ave W,M9V 3Z6,43.7349,-79.5999,811121,"Automotive Body, Paint & Interior R&M",13,,Mike Pallidino,416-743-5821,Manager,416-743-5821,,416-743-5823,25,Volatile Organic Compounds (VOCs) Total,0,0,556,310,0,0,0,0
183,23356,Super Carstar Collision,14 Taber Road,M9W 3A5,43.7187,-79.5734,811121,"Automotive Body, Paint & Interior R&M",11,,Robert Chiummiento,416-743-2501,Manager,416-743-2501,,416-743-2573,24,Particulate Matter 2.5 (PM2.5),228,0,0,155,0,0,0,0
184,23381,Ofir Machine Shop Limited,800 Petrolia Road,M3J 3K4,43.7796,-79.4888,332710,Machine Shops,7,,Ran Ofir,416-661-4566,VP Of Operations,416-661-4566,,416-661-1474,15,Lead and its compounds,0,29,0,0,0,0,0,0
185,23456,The Vinyl Company Inc,700 Fenmar Drive,M9L 1R7,43.7646,-79.561,326198,All Other Plastic Product Mfg.,48,,Ananda Billava,416-742-7905,Plant Manager,416-742-7905,,416-742-7907,22,Polycyclic Aromatic Hydrocarbons (PAHs),512,512,512,512,0,0,0,0
186,23456,The Vinyl Company Inc,700 Fenmar Drive,M9L 1R7,43.7646,-79.561,326198,All Other Plastic Product Mfg.,48,,Ananda Billava,416-742-7905,Plant Manager,416-742-7905,,416-742-7907,25,Volatile Organic Compounds (VOCs) Total,512,512,512,512,0,0,0,0
187,23472,Martino Bros Co Limited,3379 Dundas St W,M6S 2R9,43.6656,-79.4833,811121,"Automotive Body, Paint & Interior R&M",12,,Jack Martino,416-463-5211,Partner,416-763-5211,,,24,Particulate Matter 2.5 (PM2.5),120,0,0,1,0,0,0,0
188,23497,Inline Fiberglass Ltd,30 Constellation Court,M9W 1K1,43.691,-79.5964,326198,All Other Plastic Product Mfg.,100,,Tom Rokicki,416-679-1171,Operations Manager,416-679-1171,,416-569-1150,25,Volatile Organic Compounds (VOCs) Total,0,252703,0,112074,0,0,0,0
189,23504,CK Collision Centres,514 Centennial Rd N,M1C 2A6,43.7934,-79.1533,811121,"Automotive Body, Paint & Interior R&M",4,,Terry Bradimore,416-281-9394,Manager,416-281-9394,,,25,Volatile Organic Compounds (VOCs) Total,0,0,402,402,0,0,0,0
190,23818,Millwick Waste Recycling Inc,50 Millwick Dr,M9L 1Y3,43.7588,-79.5611,562920,Material Recovery Facilities,6,,John Quaglietta,416-746-1886,Operations Manager,416-746-1886,,,24,Particulate Matter 2.5 (PM2.5),124,0,0,124,0,0,0,0
191,23866,Manoucher Fine Food Inc,703 Clayson Rd,M9M 2H4,43.7276,-79.5286,311814,Commercial Bakeries & Frozen Product Mfg.,25,,Angelina Cherepakha,416-747-1234,Bookkeeper,416-747-1234,,416-747-7005,23,Nitrogen Oxides (NOx),82,0,0,82,0,0,0,0
192,23876,Security Mirror Industries Limited,69 Densley Avenue,M6M 2P5,43.7049,-79.4714,327215,Glass Product Mfg. from Purchased Glass,10,,Craig Bahl,416-244-3393,,416-123-4567,,,15,Lead and its compounds,0,29,0,29,0,0,0,0
